"facility_name","facility_id","address","city","state","zip","inspection_date","deficiency_tag","scope_severity","complaint","standard","infctrl","IDR","IIDR","eventid","inspection_text","cms_region","source_file"
"Demo Care Center Region 5-10-1","105090","105090 Demo Avenue","MN Demo City 1","MN","73599","2023-06-30","880","L","1","1","1","1","0","DEMO50098","This is a bundled demo citation for F-880 in CMS Region 5. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 5-10-1 in MN Demo City 1, MN. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","5","demo_reg5.xlsx"
"Demo Care Center Region 5-10-2","105091","105091 Demo Avenue","OH Demo City 1","OH","73600","2023-08-06","880","J","0","1","1","0","0","DEMO50099","Not Available","5","demo_reg5.xlsx"
"Demo Care Center Region 6-1-1","106000","106000 Demo Avenue","AR Demo City 1","AR","74200","2023-04-27","580","J","0","1","0","0","0","DEMO60100","This is a bundled demo citation for F-580 in CMS Region 6. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 6-1-1 in AR Demo City 1, AR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-1-2","106001","106001 Demo Avenue","LA Demo City 1","LA","74201","2023-06-03","580","K","1","1","0","0","0","DEMO60101","This is a bundled demo citation for F-580 in CMS Region 6. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 6-1-2 in LA Demo City 1, LA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-2-1","106010","106010 Demo Avenue","LA Demo City 2","LA","74211","2023-05-06","600","K","1","1","0","0","1","DEMO60102","This is a bundled demo citation for F-600 in CMS Region 6. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 6-2-1 in LA Demo City 2, LA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-2-2","106011","106011 Demo Avenue","NM Demo City 2","NM","74212","2023-06-12","600","L","0","1","0","0","0","DEMO60103","This is a bundled demo citation for F-600 in CMS Region 6. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 6-2-2 in NM Demo City 2, NM. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-3-1","106020","106020 Demo Avenue","NM Demo City 3","NM","74222","2023-05-15","610","L","0","1","1","0","0","DEMO60104","This is a bundled demo citation for F-610 in CMS Region 6. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 6-3-1 in NM Demo City 3, NM. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-3-2","106021","106021 Demo Avenue","OK Demo City 3","OK","74223","2023-06-21","610","J","1","1","0","1","0","DEMO60105","This is a bundled demo citation for F-610 in CMS Region 6. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 6-3-2 in OK Demo City 3, OK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-4-1","106030","106030 Demo Avenue","OK Demo City 1","OK","74233","2023-05-24","678","J","1","1","0","0","0","DEMO60106","This is a bundled demo citation for F-678 in CMS Region 6. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 6-4-1 in OK Demo City 1, OK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-4-2","106031","106031 Demo Avenue","TX Demo City 1","TX","74234","2023-06-30","678","K","0","1","0","0","0","DEMO60107","This is a bundled demo citation for F-678 in CMS Region 6. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 6-4-2 in TX Demo City 1, TX. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-5-1","106040","106040 Demo Avenue","TX Demo City 2","TX","74244","2023-06-02","684","K","0","1","0","0","0","DEMO60108","This is a bundled demo citation for F-684 in CMS Region 6. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 6-5-1 in TX Demo City 2, TX. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-5-2","106041","106041 Demo Avenue","AR Demo City 2","AR","74245","2023-07-09","684","L","1","1","0","0","0","DEMO60109","This is a bundled demo citation for F-684 in CMS Region 6. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 6-5-2 in AR Demo City 2, AR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-6-1","106050","106050 Demo Avenue","AR Demo City 3","AR","74255","2023-06-11","686","L","1","1","0","0","0","DEMO60110","Not Available","6","demo_reg6.xlsx"
"Demo Care Center Region 6-6-2","106051","106051 Demo Avenue","LA Demo City 3","LA","74256","2023-07-18","686","J","0","1","0","0","0","DEMO60111","This is a bundled demo citation for F-686 in CMS Region 6. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 6-6-2 in LA Demo City 3, LA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-7-1","106060","106060 Demo Avenue","LA Demo City 1","LA","74266","2023-06-20","689","J","0","1","0","1","0","DEMO60112","This is a bundled demo citation for F-689 in CMS Region 6. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 6-7-1 in LA Demo City 1, LA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-7-2","106061","106061 Demo Avenue","NM Demo City 1","NM","74267","2023-07-27","689","K","1","1","0","0","0","DEMO60113","This is a bundled demo citation for F-689 in CMS Region 6. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 6-7-2 in NM Demo City 1, NM. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-8-1","106070","106070 Demo Avenue","NM Demo City 2","NM","74277","2023-06-29","760","K","1","1","0","0","0","DEMO60114","This is a bundled demo citation for F-760 in CMS Region 6. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 6-8-1 in NM Demo City 2, NM. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-8-2","106071","106071 Demo Avenue","OK Demo City 2","OK","74278","2023-08-05","760","L","0","1","0","0","0","DEMO60115","This is a bundled demo citation for F-760 in CMS Region 6. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 6-8-2 in OK Demo City 2, OK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-9-1","106080","106080 Demo Avenue","OK Demo City 3","OK","74288","2023-07-08","835","L","0","1","0","0","0","DEMO60116","This is a bundled demo citation for F-835 in CMS Region 6. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 6-9-1 in OK Demo City 3, OK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-9-2","106081","106081 Demo Avenue","TX Demo City 3","TX","74289","2023-08-14","835","J","1","1","1","0","0","DEMO60117","This is a bundled demo citation for F-835 in CMS Region 6. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 6-9-2 in TX Demo City 3, TX. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-10-1","106090","106090 Demo Avenue","TX Demo City 1","TX","74299","2023-07-17","880","J","1","1","1","0","0","DEMO60118","This is a bundled demo citation for F-880 in CMS Region 6. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 6-10-1 in TX Demo City 1, TX. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 6-10-2","106091","106091 Demo Avenue","AR Demo City 1","AR","74300","2023-08-23","880","K","0","1","1","1","1","DEMO60119","This is a bundled demo citation for F-880 in CMS Region 6. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 6-10-2 in AR Demo City 1, AR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","6","demo_reg6.xlsx"
"Demo Care Center Region 7-1-1","107000","107000 Demo Avenue","IA Demo City 1","IA","74900","2023-05-14","580","K","0","1","0","0","0","DEMO70120","This is a bundled demo citation for F-580 in CMS Region 7. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 7-1-1 in IA Demo City 1, IA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-1-2","107001","107001 Demo Avenue","KS Demo City 1","KS","74901","2023-06-20","580","L","1","1","0","0","0","DEMO70121","Not Available","7","demo_reg7.xlsx"
"Demo Care Center Region 7-2-1","107010","107010 Demo Avenue","KS Demo City 2","KS","74911","2023-05-23","600","L","1","1","0","0","0","DEMO70122","This is a bundled demo citation for F-600 in CMS Region 7. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 7-2-1 in KS Demo City 2, KS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-2-2","107011","107011 Demo Avenue","MO Demo City 2","MO","74912","2023-06-29","600","J","0","1","0","0","0","DEMO70123","This is a bundled demo citation for F-600 in CMS Region 7. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 7-2-2 in MO Demo City 2, MO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-3-1","107020","107020 Demo Avenue","MO Demo City 3","MO","74922","2023-06-01","610","J","0","1","0","0","0","DEMO70124","This is a bundled demo citation for F-610 in CMS Region 7. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 7-3-1 in MO Demo City 3, MO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-3-2","107021","107021 Demo Avenue","NE Demo City 3","NE","74923","2023-07-08","610","K","1","1","0","0","0","DEMO70125","This is a bundled demo citation for F-610 in CMS Region 7. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 7-3-2 in NE Demo City 3, NE. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-4-1","107030","107030 Demo Avenue","NE Demo City 1","NE","74933","2023-06-10","678","K","1","1","0","1","0","DEMO70126","This is a bundled demo citation for F-678 in CMS Region 7. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 7-4-1 in NE Demo City 1, NE. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-4-2","107031","107031 Demo Avenue","IA Demo City 1","IA","74934","2023-07-17","678","L","0","1","0","0","0","DEMO70127","This is a bundled demo citation for F-678 in CMS Region 7. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 7-4-2 in IA Demo City 1, IA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-5-1","107040","107040 Demo Avenue","IA Demo City 2","IA","74944","2023-06-19","684","L","0","1","0","0","0","DEMO70128","This is a bundled demo citation for F-684 in CMS Region 7. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 7-5-1 in IA Demo City 2, IA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-5-2","107041","107041 Demo Avenue","KS Demo City 2","KS","74945","2023-07-26","684","J","1","1","0","0","0","DEMO70129","This is a bundled demo citation for F-684 in CMS Region 7. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 7-5-2 in KS Demo City 2, KS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-6-1","107050","107050 Demo Avenue","KS Demo City 3","KS","74955","2023-06-28","686","J","1","1","1","0","0","DEMO70130","This is a bundled demo citation for F-686 in CMS Region 7. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 7-6-1 in KS Demo City 3, KS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-6-2","107051","107051 Demo Avenue","MO Demo City 3","MO","74956","2023-08-04","686","K","0","1","0","0","0","DEMO70131","This is a bundled demo citation for F-686 in CMS Region 7. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 7-6-2 in MO Demo City 3, MO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-7-1","107060","107060 Demo Avenue","MO Demo City 1","MO","74966","2023-07-07","689","K","0","1","0","0","0","DEMO70132","Not Available","7","demo_reg7.xlsx"
"Demo Care Center Region 7-7-2","107061","107061 Demo Avenue","NE Demo City 1","NE","74967","2023-08-13","689","L","1","1","0","1","0","DEMO70133","This is a bundled demo citation for F-689 in CMS Region 7. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 7-7-2 in NE Demo City 1, NE. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-8-1","107070","107070 Demo Avenue","NE Demo City 2","NE","74977","2023-07-16","760","L","1","1","0","0","0","DEMO70134","This is a bundled demo citation for F-760 in CMS Region 7. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 7-8-1 in NE Demo City 2, NE. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-8-2","107071","107071 Demo Avenue","IA Demo City 2","IA","74978","2023-08-22","760","J","0","1","0","0","0","DEMO70135","This is a bundled demo citation for F-760 in CMS Region 7. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 7-8-2 in IA Demo City 2, IA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-9-1","107080","107080 Demo Avenue","IA Demo City 3","IA","74988","2023-07-25","835","J","0","1","0","0","1","DEMO70136","This is a bundled demo citation for F-835 in CMS Region 7. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 7-9-1 in IA Demo City 3, IA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-9-2","107081","107081 Demo Avenue","KS Demo City 3","KS","74989","2023-08-31","835","K","1","1","0","0","0","DEMO70137","This is a bundled demo citation for F-835 in CMS Region 7. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 7-9-2 in KS Demo City 3, KS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-10-1","107090","107090 Demo Avenue","KS Demo City 1","KS","74999","2023-08-03","880","K","1","1","1","0","0","DEMO70138","This is a bundled demo citation for F-880 in CMS Region 7. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 7-10-1 in KS Demo City 1, KS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 7-10-2","107091","107091 Demo Avenue","MO Demo City 1","MO","75000","2023-09-09","880","L","0","1","1","0","0","DEMO70139","This is a bundled demo citation for F-880 in CMS Region 7. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 7-10-2 in MO Demo City 1, MO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","7","demo_reg7.xlsx"
"Demo Care Center Region 8-1-1","108000","108000 Demo Avenue","CO Demo City 1","CO","75600","2023-05-31","580","L","0","1","0","1","0","DEMO80140","This is a bundled demo citation for F-580 in CMS Region 8. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 8-1-1 in CO Demo City 1, CO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-1-2","108001","108001 Demo Avenue","MT Demo City 1","MT","75601","2023-07-07","580","J","1","1","0","0","0","DEMO80141","This is a bundled demo citation for F-580 in CMS Region 8. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 8-1-2 in MT Demo City 1, MT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-2-1","108010","108010 Demo Avenue","MT Demo City 2","MT","75611","2023-06-09","600","J","1","1","0","0","0","DEMO80142","This is a bundled demo citation for F-600 in CMS Region 8. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 8-2-1 in MT Demo City 2, MT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-2-2","108011","108011 Demo Avenue","ND Demo City 2","ND","75612","2023-07-16","600","K","0","1","1","0","0","DEMO80143","Not Available","8","demo_reg8.xlsx"
"Demo Care Center Region 8-3-1","108020","108020 Demo Avenue","ND Demo City 3","ND","75622","2023-06-18","610","K","0","1","0","0","0","DEMO80144","This is a bundled demo citation for F-610 in CMS Region 8. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 8-3-1 in ND Demo City 3, ND. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-3-2","108021","108021 Demo Avenue","SD Demo City 3","SD","75623","2023-07-25","610","L","1","1","0","0","0","DEMO80145","This is a bundled demo citation for F-610 in CMS Region 8. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 8-3-2 in SD Demo City 3, SD. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-4-1","108030","108030 Demo Avenue","SD Demo City 1","SD","75633","2023-06-27","678","L","1","1","0","0","0","DEMO80146","This is a bundled demo citation for F-678 in CMS Region 8. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 8-4-1 in SD Demo City 1, SD. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-4-2","108031","108031 Demo Avenue","UT Demo City 1","UT","75634","2023-08-03","678","J","0","1","0","1","0","DEMO80147","This is a bundled demo citation for F-678 in CMS Region 8. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 8-4-2 in UT Demo City 1, UT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
